,prev_file,filename,cell_type,xmin,xmax,ymin,ymax
419,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00295.jpg,32.jpg,RBC,319,428,249,343
2226,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00030.jpg,161.jpg,RBC,286,396,123,229
3259,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00101.jpg,241.jpg,RBC,229,349,165,255
379,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00274.jpg,29.jpg,RBC,90,196,147,253
2676,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00371.jpg,193.jpg,RBC,12,109,284,380
2557,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00248.jpg,184.jpg,RBC,348,464,187,291
4405,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00212.jpg,328.jpg,WBC,329,541,355,480
1540,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00396.jpg,108.jpg,RBC,2,129,20,120
803,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00042.jpg,57.jpg,RBC,303,412,149,233
4066,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00356.jpg,302.jpg,RBC,96,200,102,192
2976,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00010.jpg,215.jpg,RBC,560,640,236,345
2225,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00030.jpg,161.jpg,Platelets,301,343,23,69
2274,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00215.jpg,165.jpg,RBC,448,541,355,441
2769,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00370.jpg,201.jpg,RBC,20,129,168,259
4508,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00397.jpg,335.jpg,RBC,66,181,371,463
692,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00178.jpg,50.jpg,RBC,414,549,275,377
1101,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00355.jpg,78.jpg,RBC,271,372,338,448
3581,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00156.jpg,265.jpg,RBC,3,118,252,343
635,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00287.jpg,46.jpg,RBC,52,184,22,88
3148,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00164.jpg,232.jpg,RBC,345,451,124,245
617,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00366.jpg,45.jpg,RBC,130,235,348,440
3866,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00220.jpg,286.jpg,RBC,467,569,97,217
357,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00091.jpg,27.jpg,RBC,330,439,372,470
4824,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00092.jpg,359.jpg,RBC,460,548,146,253
2411,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00037.jpg,174.jpg,RBC,37,138,171,273
2812,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00313.jpg,204.jpg,RBC,99,206,228,327
4139,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00111.jpg,308.jpg,RBC,121,234,280,378
4514,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00049.jpg,336.jpg,RBC,556,639,347,438
1507,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00052.jpg,106.jpg,RBC,375,508,1,80
1403,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00112.jpg,99.jpg,RBC,369,434,18,87
1822,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00064.jpg,130.jpg,RBC,356,441,248,333
3346,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00199.jpg,248.jpg,Platelets,336,371,136,167
2473,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00107.jpg,178.jpg,RBC,44,134,149,234
731,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00168.jpg,53.jpg,RBC,364,480,103,210
525,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00179.jpg,40.jpg,RBC,311,420,351,465
4636,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00190.jpg,344.jpg,Platelets,480,526,208,252
3984,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00022.jpg,297.jpg,Platelets,149,188,1,30
854,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00045.jpg,61.jpg,RBC,326,422,235,338
77,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00159.jpg,6.jpg,RBC,487,598,253,363
3899,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00296.jpg,289.jpg,RBC,1,108,94,210
2402,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00037.jpg,174.jpg,RBC,410,497,177,282
637,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00287.jpg,46.jpg,RBC,543,640,116,214
2389,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00297.jpg,173.jpg,RBC,104,196,289,378
2689,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00310.jpg,194.jpg,RBC,294,389,70,173
383,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00307.jpg,30.jpg,RBC,43,144,259,351
4111,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00008.jpg,307.jpg,RBC,366,472,315,413
1013,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00172.jpg,71.jpg,RBC,128,245,355,468
227,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00288.jpg,19.jpg,RBC,287,402,74,188
2265,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00231.jpg,164.jpg,RBC,582,640,232,326
2973,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00010.jpg,215.jpg,RBC,200,310,1,43
1323,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00073.jpg,94.jpg,RBC,111,206,237,323
378,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00274.jpg,29.jpg,RBC,303,409,64,170
2609,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00344.jpg,188.jpg,RBC,529,618,174,260
2186,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00334.jpg,159.jpg,WBC,236,453,126,355
278,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00377.jpg,22.jpg,RBC,98,196,47,164
1912,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00050.jpg,137.jpg,RBC,421,528,301,418
3239,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00098.jpg,239.jpg,Platelets,29,72,414,449
3002,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00162.jpg,218.jpg,RBC,509,609,394,480
2628,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00133.jpg,189.jpg,RBC,84,191,379,477
1423,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00346.jpg,100.jpg,WBC,162,399,274,480
1033,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00140.jpg,73.jpg,RBC,540,640,74,171
3890,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00034.jpg,288.jpg,RBC,207,320,283,401
704,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00317.jpg,51.jpg,RBC,473,572,200,297
2607,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00211.jpg,187.jpg,RBC,265,344,114,223
1850,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00135.jpg,132.jpg,RBC,460,548,1,71
2340,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00214.jpg,170.jpg,RBC,252,356,306,418
4818,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00092.jpg,359.jpg,RBC,14,115,275,381
2855,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00038.jpg,207.jpg,RBC,117,196,233,334
4003,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00292.jpg,298.jpg,RBC,148,243,131,228
3711,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00305.jpg,274.jpg,WBC,190,309,244,370
318,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00375.jpg,25.jpg,RBC,259,356,294,400
1975,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00166.jpg,143.jpg,RBC,55,182,77,191
1308,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00393.jpg,93.jpg,RBC,125,247,15,124
3458,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00012.jpg,256.jpg,Platelets,351,397,44,81
3506,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00216.jpg,260.jpg,RBC,9,104,330,439
131,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00056.jpg,10.jpg,RBC,507,626,323,436
3839,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00047.jpg,284.jpg,RBC,478,560,47,136
4141,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00111.jpg,308.jpg,RBC,50,194,134,254
3726,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00114.jpg,275.jpg,RBC,32,139,1,72
1528,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00396.jpg,108.jpg,RBC,474,596,110,231
2632,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00133.jpg,189.jpg,Platelets,135,302,1,117
3998,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00292.jpg,298.jpg,RBC,133,235,226,331
3388,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00242.jpg,252.jpg,RBC,212,325,318,433
2554,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00248.jpg,184.jpg,RBC,2,129,220,331
1284,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00054.jpg,91.jpg,RBC,477,600,269,367
578,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00259.jpg,43.jpg,RBC,537,640,299,414
814,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00245.jpg,58.jpg,RBC,292,407,87,194
1345,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00247.jpg,96.jpg,RBC,374,479,16,112
2087,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00398.jpg,151.jpg,RBC,340,429,215,318
377,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00274.jpg,29.jpg,RBC,385,491,43,149
4169,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00332.jpg,311.jpg,RBC,530,639,107,200
2230,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00055.jpg,162.jpg,RBC,487,594,143,265
142,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00277.jpg,11.jpg,RBC,506,606,359,462
4153,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00204.jpg,310.jpg,RBC,524,623,15,106
2926,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00304.jpg,211.jpg,RBC,1,79,267,371
3497,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00145.jpg,259.jpg,Platelets,340,385,300,346
462,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00174.jpg,35.jpg,RBC,37,152,317,410
3917,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00278.jpg,290.jpg,RBC,394,525,114,217
4209,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00198.jpg,314.jpg,RBC,176,285,76,171
2786,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00276.jpg,202.jpg,RBC,431,526,32,134
3741,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00381.jpg,277.jpg,RBC,417,531,233,319
667,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00040.jpg,48.jpg,RBC,538,639,1,85
3395,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00242.jpg,252.jpg,RBC,463,556,228,323
3234,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00098.jpg,239.jpg,RBC,256,380,28,137
292,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00126.jpg,23.jpg,RBC,200,293,266,391
3277,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00232.jpg,242.jpg,WBC,1,176,60,304
436,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00226.jpg,34.jpg,RBC,423,528,161,265
466,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00017.jpg,36.jpg,RBC,406,514,176,272
2326,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00244.jpg,169.jpg,RBC,283,379,1,109
2922,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00304.jpg,211.jpg,RBC,41,147,133,254
3602,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00069.jpg,266.jpg,RBC,1,115,321,439
1853,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00135.jpg,132.jpg,Platelets,224,273,168,213
2500,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00007.jpg,180.jpg,RBC,495,601,300,402
3588,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00156.jpg,265.jpg,Platelets,463,515,428,474
1468,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00189.jpg,104.jpg,RBC,80,192,1,81
1399,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00112.jpg,99.jpg,RBC,287,389,260,367
1444,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00352.jpg,102.jpg,RBC,508,613,136,257
4434,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00169.jpg,330.jpg,RBC,533,640,327,440
1256,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00353.jpg,89.jpg,RBC,1,80,141,259
373,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00331.jpg,28.jpg,WBC,244,459,1,196
296,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00000.jpg,24.jpg,WBC,260,491,177,376
804,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00042.jpg,57.jpg,RBC,95,260,377,476
3973,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00315.jpg,294.jpg,RBC,382,469,190,296
1638,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00066.jpg,115.jpg,Platelets,464,507,136,174
4180,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00175.jpg,312.jpg,RBC,29,149,305,398
4046,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00376.jpg,301.jpg,RBC,278,370,188,299
2244,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00408.jpg,163.jpg,RBC,213,316,304,404
4698,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00339.jpg,350.jpg,RBC,378,489,278,374
3219,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00343.jpg,238.jpg,RBC,32,133,5,98
4477,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00301.jpg,333.jpg,Platelets,592,630,277,314
2060,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00300.jpg,149.jpg,RBC,359,495,21,124
3373,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00023.jpg,251.jpg,RBC,186,291,268,381
1422,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00346.jpg,100.jpg,RBC,566,640,348,463
4821,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00092.jpg,359.jpg,RBC,294,384,386,480
2715,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00255.jpg,196.jpg,RBC,503,592,360,449
2496,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00007.jpg,180.jpg,RBC,169,259,265,374
4787,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00360.jpg,356.jpg,RBC,329,456,129,224
1122,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00409.jpg,79.jpg,RBC,228,320,126,217
3512,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00216.jpg,260.jpg,RBC,531,624,48,164
31,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00252.jpg,2.jpg,RBC,296,394,50,148
4833,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00405.jpg,360.jpg,RBC,1,68,203,322
733,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00168.jpg,53.jpg,RBC,32,152,371,480
4413,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00246.jpg,329.jpg,RBC,470,560,214,363
3922,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00379.jpg,291.jpg,RBC,437,531,29,114
2872,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00038.jpg,207.jpg,RBC,137,230,15,109
3486,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00145.jpg,259.jpg,RBC,168,271,1,92
2445,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00338.jpg,176.jpg,RBC,504,504,337,337
2390,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00297.jpg,173.jpg,WBC,172,407,275,480
3701,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00305.jpg,274.jpg,RBC,289,418,174,283
1063,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00079.jpg,75.jpg,RBC,399,506,107,213
3143,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00134.jpg,231.jpg,Platelets,596,640,259,307
1446,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00352.jpg,102.jpg,RBC,147,233,318,432
3799,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00009.jpg,281.jpg,RBC,7,133,76,197
4059,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00356.jpg,302.jpg,RBC,499,600,303,395
4125,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00008.jpg,307.jpg,RBC,447,607,392,480
1271,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00039.jpg,90.jpg,RBC,358,474,1,95
2119,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00368.jpg,153.jpg,RBC,364,467,54,152
2851,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00038.jpg,207.jpg,RBC,14,94,77,176
3315,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00387.jpg,246.jpg,RBC,1,113,71,196
2790,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00276.jpg,202.jpg,RBC,417,524,246,354
2646,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00048.jpg,191.jpg,WBC,200,355,151,303
590,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00031.jpg,44.jpg,RBC,83,187,321,418
3763,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00063.jpg,279.jpg,RBC,194,291,91,192
1904,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00217.jpg,136.jpg,RBC,389,498,91,201
2533,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00202.jpg,182.jpg,RBC,286,405,375,480
2847,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00038.jpg,207.jpg,RBC,155,255,389,455
1629,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00066.jpg,115.jpg,RBC,91,194,3,109
2801,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00257.jpg,203.jpg,RBC,106,193,198,287
149,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00277.jpg,11.jpg,WBC,337,492,185,372
2356,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00094.jpg,171.jpg,RBC,138,206,168,298
1364,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00093.jpg,97.jpg,RBC,440,548,24,125
476,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00017.jpg,36.jpg,RBC,156,260,1,84
2484,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00125.jpg,179.jpg,RBC,1,68,204,310
2504,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00007.jpg,180.jpg,RBC,18,142,124,232
4431,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00169.jpg,330.jpg,RBC,477,569,87,178
820,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00245.jpg,58.jpg,RBC,213,311,55,160
602,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00031.jpg,44.jpg,Platelets,409,447,88,130
3146,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00164.jpg,232.jpg,RBC,532,629,358,475
799,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00042.jpg,57.jpg,RBC,545,640,81,207
1727,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00003.jpg,123.jpg,RBC,1,86,347,434
4233,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00325.jpg,315.jpg,WBC,141,338,97,312
2093,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00398.jpg,151.jpg,RBC,450,562,374,480
1041,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00362.jpg,74.jpg,RBC,242,338,157,260
2345,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00214.jpg,170.jpg,RBC,340,445,372,480
1144,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00197.jpg,80.jpg,RBC,276,402,311,412
1321,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00073.jpg,94.jpg,RBC,222,306,288,373
2092,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00398.jpg,151.jpg,RBC,404,532,86,171
244,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00314.jpg,20.jpg,RBC,340,454,324,423
1835,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00109.jpg,131.jpg,RBC,393,500,3,104
1816,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00110.jpg,129.jpg,RBC,114,216,386,473
4709,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00339.jpg,350.jpg,RBC,20,141,28,147
949,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00254.jpg,66.jpg,RBC,179,299,184,270
3023,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00160.jpg,221.jpg,RBC,170,280,185,287
2327,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00244.jpg,169.jpg,RBC,523,625,1,62
1116,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00409.jpg,79.jpg,RBC,518,611,168,268
3691,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00341.jpg,273.jpg,RBC,58,175,45,141
4841,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00405.jpg,360.jpg,RBC,238,360,235,338
4825,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00092.jpg,359.jpg,RBC,495,583,145,252
4360,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00167.jpg,325.jpg,RBC,158,272,374,480
4410,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00246.jpg,329.jpg,RBC,88,192,217,324
98,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00395.jpg,8.jpg,RBC,86,183,266,368
1562,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00354.jpg,110.jpg,RBC,369,470,40,152
2863,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00038.jpg,207.jpg,RBC,472,565,15,138
1505,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00052.jpg,106.jpg,RBC,6,121,388,480
2949,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00320.jpg,214.jpg,RBC,349,476,249,362
2247,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00408.jpg,163.jpg,RBC,308,421,178,273
3571,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00298.jpg,264.jpg,RBC,52,161,395,480
2191,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00086.jpg,160.jpg,Platelets,1,39,204,241
34,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00252.jpg,2.jpg,RBC,61,138,295,363
1767,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00345.jpg,126.jpg,RBC,183,275,76,169
2409,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00037.jpg,174.jpg,RBC,17,104,76,165
3406,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00033.jpg,253.jpg,RBC,276,346,245,365
1159,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00099.jpg,81.jpg,RBC,225,343,361,460
3005,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00162.jpg,218.jpg,RBC,6,147,32,137
1771,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00345.jpg,126.jpg,RBC,78,178,279,371
2064,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00300.jpg,149.jpg,RBC,505,612,328,438
4039,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00208.jpg,300.jpg,RBC,401,499,395,480
1185,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00404.jpg,83.jpg,RBC,279,383,43,147
4748,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00117.jpg,353.jpg,RBC,98,192,393,480
2550,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00248.jpg,184.jpg,RBC,381,488,1,87
1553,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00272.jpg,109.jpg,RBC,284,408,83,182
2714,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00255.jpg,196.jpg,RBC,130,234,420,480
3262,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00101.jpg,241.jpg,RBC,206,316,223,329
4789,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00360.jpg,356.jpg,WBC,246,477,211,415
359,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00331.jpg,28.jpg,RBC,124,240,195,294
4285,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00035.jpg,321.jpg,RBC,1,102,345,444
4289,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00035.jpg,321.jpg,RBC,478,594,277,406
4567,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00378.jpg,340.jpg,RBC,462,592,54,162
1445,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00352.jpg,102.jpg,RBC,193,320,405,480
532,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00179.jpg,40.jpg,Platelets,70,108,15,53
2544,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00221.jpg,183.jpg,RBC,97,208,215,340
4165,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00332.jpg,311.jpg,RBC,44,152,253,359
2987,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00294.jpg,217.jpg,RBC,202,330,11,115
2136,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00154.jpg,154.jpg,WBC,354,513,4,153
1310,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00393.jpg,93.jpg,RBC,276,388,394,479
25,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00383.jpg,1.jpg,WBC,225,531,217,480
2159,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00390.jpg,156.jpg,WBC,147,368,304,480
4491,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00279.jpg,334.jpg,WBC,244,483,1,178
2749,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00400.jpg,199.jpg,RBC,462,597,368,462
2072,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00206.jpg,150.jpg,RBC,337,451,110,239
3437,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00219.jpg,255.jpg,RBC,169,289,384,480
2151,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00390.jpg,156.jpg,RBC,73,177,320,424
1908,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00217.jpg,136.jpg,WBC,73,234,242,391
2394,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00037.jpg,174.jpg,RBC,187,291,107,225
3334,./BCCD_Dataset/BCCD/JPEGImages/BloodImage_00016.jpg,247.jpg,Platelets,97,129,327,365
